,content,Emotion
140185,ive got my eye on sam briggs and i really want mikko to go for the win but i have a feeling rich is going to go for a threepeat,joy
122195,i was super stoked for a hill workout with rousers tomorrow night was feeling as excited as someone with a happy hour to hit up but now i will be going to bobs wake instead,joy
69128,i feel that there is useful advice i can find to help us with specific difficulties,joy
13903,i breathe into the feelings in my body resisting my mind s clever attempts to analyse what i m feeling,joy
23026,i do feel triumphant about one thing though,joy
51208,i feel like the stupidest person ever even though i know that maybe i could be intelligent if i wasn t so depressed,joy
37184,i feel glad to be working on such a cool project,joy
8145,i am feeling the love already with sweet comments here on ig and fb from my virtual friends around the world seriously so appreciated,joy
78919,i give off a different feel im carefree,joy
17102,i cant feel smug any longer in my relative lack of carbon footprint,joy
36349,i feel fine he adds with a bright smile,joy
104478,i really wanted to feel happy id feel happy already,joy
138280,im taking full advantage of feeling this productive,joy
5056,i am experiencing an all together splendid feeling one that just instantaniously makes the world seem like a jubilant place,joy
33704,i feel content with our little life,joy
67608,i feel that if i surrender to what life has to offer me what life has to teach me then i can rest assured that it s all meant to lead to my ultimate happiness,joy
101108,i now am sure i want to get a degree so that i can work in a job i actually care about and feel valued in and in a field i agree with the ethics in,joy
43141,i feel joyful and blessed,joy
128989,im currently lusting after but cant really justify treating myself to at the moment just in case anybody is feeling generous,joy
73176,i feel very blessed to be working where i am,joy
53748,i feel more energetic with a higher protein diet and working out is going just swimmingly,joy
66341,i feel thankful to my heavenly father for giving me guidance because it was nothing i came up with by myself,joy
78809,i get to say what and how i feel about diabetes and you know life free from the red pens of editors all of whom i adore of course,joy
20484,i did feel a connection between the two of them i wasn t convinced they d made it to the love stage yet,joy
57681,i feel privileged to support families through their transition from womb to world and i work to support mothers fathers and babies through this powerful time,joy
